category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price,copy_number
Books,mobile_app,RO,RON,customer1373@example.com,1373,2026-09-02,ORD10422,2026-05-30T18:47:47,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.11,1
Home & Kitchen,marketplace,RO,EUR,customer1783@example.com,1783,2026-08-28,ORD10423,2026-01-30T04:51:18,Air Fryer 5L,1,SKU HK 003,completed,126.6,1
Books,marketplace,RO,EUR,customer1783@example.com,1783,2026-08-28,ORD10423,2026-01-30T04:51:18,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.12,1
Books,web,HU,EUR,customer75@example.com,75,2026-08-27,ORD10424,2026-03-18T22:29:37,The Pragmatic Programmer,1,SKU-BK-002,completed,42.02,1
Electronics,web,HU,EUR,customer939@example.com,939,2026-09-02,ORD10425,2026-03-05T10:00:45,4K Action Camera,1,SKU-EL-004,completed,207.15,1
Books,mobile_app,RO,EUR,customer1338@example.com,1338,2026-08-24,ORD10426,16/01/2026 09:29,The Pragmatic Programmer,1,SKU-BK-002,completed,45.51,1
Books,mobile_app,RO,EUR,customer1338@example.com,1338,2026-08-24,ORD10426,16/01/2026 09:29,The Pragmatic Programmer,1,SKU-BK-002,completed,45.51,2
Fashion,mobile_app,RO,EUR,customer1338@example.com,1338,2026-08-24,ORD10426,16/01/2026 09:29,Running Shoes Pro,1,SKU-FA-003,completed,96.27,1
Beauty,web,RO,RON,customer266@example.com,266,2026-08-25,ORD10427,2026-03-31T19:07:56,Vitamin C Serum 30ml,1,SKU-BE-001,completed,25.55,1
Home & Kitchen,mobile_app,RO,EUR,customer1143@example.com,1143,2026-08-26,ORD10428,2026-03-08T03:17:32,Air Fryer 5L,1,SKU-HK-003,completed,111.15,1
Books,web,RO,RON,customer1532@example.com,1532,2026-08-28,ORD10429,2026-03-13T16:33:24,The Pragmatic Programmer,3,SKU-BK-002,completed,44.44,1
Fashion,web,RO,RON,customer1532@example.com,1532,2026-08-28,ORD10429,2026-03-13T16:33:24,Running Shoes Pro,1,SKU-FA-O03,completed,97.97,1
Home & Kitchen,web,RO,RON,customer1532@example.com,1532,2026-08-28,ORD10429,2026-03-13T16:33:24,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.02,1
Books,marketplace,HU,EUR,customer1407@example.com,1407,2026-08-28,ORD10430,28/05/2026 22:01,The Pragmatic Programmer,1,SKU-BK-002,completed,48.39,1
Fashion,marketplace,HU,EUR,customer1407@example.com,1407,2026-08-28,ORD10430,28/05/2026 22:01,Men's Slim Fit Jeans,1,SKU-FA-001,completed,59.48,1
Sports,marketplace,HU,EUR,customer1407@example.com,1407,2026-08-28,ORD10430,28/05/2026 22:01,Yoga Mat Premium,1,SKU-SP-001,completed,34.09,1
Books,mobile_app,HU,RON,customer187@example.com,187,2026-08-31,ORD10431,05/01/2026 09:52,The Pragmatic Programmer,2,SKU-BK-002,completed,47.6,1
Fashion,mobile_app,HU,RON,customer187@example.com,187,2026-08-31,ORD10431,05/01/2026 09:52,Men's Slim Fit Jeans,1,SKU-FA-001,completed,57.02,1
Home & Kitchen,mobile_app,HU,RON,customer187@example.com,187,2026-08-31,ORD10431,05/01/2026 09:52,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,27.01,1
Electronics,web,BG,EUR,customer963@example.com,963,2026-09-02,ORD10432,14/01/2026 15:55,Wireless Earbuds X2,1,SKU-EL-001,completed,83.61,1
Fashion,web,BG,EUR,customer963@example.com,963,2026-09-02,ORD10432,14/01/2026 15:55,Men's Slim Fit Jeans,1,SKU-FA-001,completed,50.86,1
Electronics,web,RO,EUR,customer696@example.com,696,2026-08-31,ORD10433,17/02/2026 04:46,Bluetooth Speaker Mini,1,SKU-EL-003,completed,51.05,1
Beauty,marketplace,RO,EUR,customer564@example.com,564,2026-08-26,ORD10434,2026-05-28T20:01:16,Hair Dryer Ionic 2200W,2,SKU-BE-002,refunded,62.49,1
Fashion,mobile_app,RO,RON,customer1650@example.com,1650,2026-09-02,ORD10435,29/01/2026 10:51,Running Shoes Pro,1,SKU-FA-003,completed,96.24,1
Home & Kitchen,mobile_app,RO,RON,customer1650@example.com,1650,2026-09-02,ORD10435,29/01/2026 10:51,Air Fryer 5L,1,SKU-HK-003,completed,121,1
Beauty,web,RO,EUR,customer30@example.com,30,2026-08-24,ORD10436,2026-01-13T13:46:08,Vitamin C Serum 30ml,2,SKU-BE-001,completed,24.31,1
Electronics,web,RO,EUR,customer30@example.com,30,2026-08-24,ORD10436,2026-01-13T13:46:08,4K Action Camera,1,SKU-EL-004,completed,188.95,1
Beauty,marketplace,HU,EUR,customer1102@example.com,1102,2026-08-26,ORD10437,2026-06-04T22:33:59,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,70.43,1
Home & Kitchen,marketplace,HU,EUR,customer1102@example.com,1102,2026-08-26,ORD10437,2026-06-04T22:33:59,Non-stick Frying Pan 28cm,3,SKU-HK-002,completed,30.54,1
Books,web,RO,EUR,customer202@example.com,202,2026-08-27,ORD10438,2026-06-01T17:38:47,The Pragmatic Programmer,1,SKU-BK-002,completed,44.37,1
Fashion,marketplace,DE,RON,customer1593@example.com,,2026-08-26,ORD10439,25/04/2026 08:38,Running Shoes Pro,1,SKU-FA-003,completed,89.96,1
Sports,marketplace,DE,RON,customer1593@example.com,1593,2026-08-26,ORD10439,25/04/2026 08:38,Adjustable Dumbbell Set,1,SKU-SP-002,completed,179.59,1
Home & Kitchen,web,DE,EUR,customer367@example.com,367,2026-08-26,ORD10440,25/03/2026 21:20,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.27,1
Home & Kitchen,web,DE,RON,customer431@example.com,431,2026-08-24,ORD10441,2026-01-31T00:28:38,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.55,1
Beauty,web,RO,EUR,customer967@example.com,967,2026-08-31,ORD10442,2026-06-12T00:46:03,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.46,1
Fashion,web,RO,EUR,customer967@example.com,967,2026-08-31,ORD10442,2026-06-12T00:46:03,Men's Slim Fit Jeans,2,SKU-FA-001,completed,49.71,1
Home & Kitchen,web,RO,EUR,customer967@example.com,967,2026-08-31,ORD10442,2026-06-12T00:46:03,Stainless Steel Kettle,1,SKU-HK-001,completed,42.5,1
Books,web,DE,EUR,customer983@example.com,983,2026-08-28,ORD10443,2026-04-26T03:18:06,The Pragmatic Programmer,3,SKU-BK-002,completed,44.76,1
Electronics,web,DE,EUR,customer983@example.com,983,2026-08-28,ORD10443,2026-04-26T03:18:06,4K Action Camera,2,SKU-EL-004,completed,172.9,1
Home & Kitchen,web,DE,EUR,customer983@example.com,983,2026-08-28,ORD10443,2026-04-26T03:18:06,Stainless Steel Kettle,1,SKU-HK-001,completed,40.55,1
Books,web,DE,EUR,customer1784@example.com,1784,2026-08-23,ORD10444,19/05/2026 03:22,The Pragmatic Programmer,1,SKU-BK-002,completed,43.09,1
Books,web,DE,EUR,customer1784@example.com,1784,2026-08-23,ORD10444,19/05/2026 03:22,The Pragmatic Programmer,1,SKU-BK-002,completed,43.09,2
Home & Kitchen,web,DE,EUR,customer1784@example.com,1784,2026-08-23,ORD10444,19/05/2026 03:22,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.28,1
Beauty,marketplace,RO,EUR,customer66@example.com,66,2026-08-26,ORD10445,19/06/2026 12:51,Hair Dryer Ionic 2200W,3,SKU-BE-002,completed,68.27,1
Electronics,marketplace,RO,EUR,customer66@example.com,66,2026-08-26,ORD10445,19/06/2026 12:51,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.52,1
Electronics,marketplace,RO,EUR,customer66@example.com,66,2026-08-26,ORD10445,19/06/2026 12:51,Bluetooth Speaker Mini,1,SKU-EL-003,completed,53.65,1
Fashion,web,RO,EUR,customer14@example.com,14,2026-08-30,ORD10446,2026-03-17T17:17:13,Men's Slim Fit Jeans,1,SKU-FA-001,completed,53.09,1
Fashion,web,RO,EUR,customer14@example.com,14,2026-08-30,ORD10446,2026-03-17T17:17:13,Running Shoes Pro,1,SKU-FA-003,completed,94.81,1
Books,web,RO,EUR,customer671@example.com,671,2026-08-26,ORD10447,14/02/2026 16:21,Atomic Habits (RO ed.),2,SKU-BK-001,completed,18.82,1
Fashion,web,RO,EUR,customer671@example.com,671,2026-08-26,ORD10447,14/02/2026 16:21,Men's Slim Fit Jeans,3,SKU-FA-001,completed,58,1
Beauty,web,DE,EUR,customer1038@example.com,1038,2026-09-02,ORD10448,2026-05-21T16:30:00,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,61.23,1
Beauty,web,DE,EUR,customer1038@example.com,1038,2026-09-02,ORD10448,2026-05-21T16:30:00,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,61.23,2
Books,web,DE,EUR,customer1038@example.com,1038,2026-09-02,ORD10448,2026-05-21T16:30:00,The Pragmatic Programmer,1,SKU-BK-002,completed,48.06,1
Home & Kitchen,web,DE,EUR,customer1038@example.com,1038,2026-09-02,ORD10448,2026-05-21T16:30:00,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,29.36,1
Electronics,marketplace,RO,EUR,customer1736@example.com,1736,2026-08-27,ORD10449,2026-04-20T15:07:48,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.59,1
Home & Kitchen,web,RO,RON,customer1977@example.com,1977,2026-09-03,ORD10450,07/06/2026 04:09,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.81,1
Home & Kitchen,mobile_app,RO,EUR,customer964@example.com,964,2026-08-24,ORD10451,2026-06-19T07:56:45,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,25.74,1
Fashion,web,RO,EUR,customer1100@example.com,1100,2026-09-03,ORD10452,16/06/2026 09:30,Women's Wool Coat,1,SKU-FA-002,completed,149.53,1
Sports,web,BG,RON,customer450@example.com,450,2026-08-24,ORD10453,1780738766,Yoga Mat Premium,1,SKU-SP-001,completed,32.74,1
Electronics,web,RO,EUR,customer1059@example.com,1059,2026-08-27,ORD10454,2026-06-21T13:47:40,USB-C Fast Charger 65W,2,SKU-EL-002,completed,36.57,1
Sports,web,RO,EUR,customer813@example.com,813,2026-08-27,ORD10455,2026-04-22T02:07:02,Yoga Mat Premium,1,SKU-SP-001,completed,30.17,1
Beauty,mobile_app,DE,EUR,customer1828@example.com,1828,2026-08-31,ORD10456,08/03/2026 05:05,Vitamin C Serum 30ml,2,SKU-BE-001,completed,23.8,1
Electronics,web,RO,EUR,customer247@example.com,247,2026-08-30,ORD10457,2026-02-27T10:07:28,Bluetooth Speaker Mini,3,SKU-EL-003,completed,53.62,1
Beauty,web,HU,EUR,customer407@example.com,407,2026-08-31,ORD10458,2026-03-10T17:27:49,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,70.81,1
Fashion,web,HU,EUR,customer407@example.com,407,2026-08-31,ORD10458,2026-03-10T17:27:49,Women's Wool Coat,2,SKU-FA-002,completed,134.91,1
Electronics,mobile_app,RO,EUR,customer1846@example.com,1846,2026-08-27,ORD10459,1774293239,Wireless Earbuds X2,1,SKU-EL-001,completed,83.32,1
Fashion,web,RO,EUR,customer329@example.com,329,2026-08-26,ORD10460,1780764616,Running Shoes Pro,1,SKU-FA-O03,completed,88.88,1
Sports,web,RO,EUR,customer329@example.com,329,2026-08-26,ORD10460,1780764616,Yoga Mat Premium,1,SKU-SP-001,completed,34.14,1
Beauty,marketplace,RO,EUR,customer1353@example.com,1353,2026-08-29,ORD10461,2026-06-09T15:55:04,Vitamin C Serum 30ml,2,SKU-BE-001,completed,27.24,1
Beauty,marketplace,RO,EUR,customer1773@example.com,1773,2026-09-03,ORD10462,2026-05-28T06:40:39,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,67.14,1
Electronics,marketplace,RO,EUR,customer1773@example.com,1773,2026-09-03,ORD10462,2026-05-28T06:40:39,4K Action Camera,1,SKU-EL-004,completed,179.61,1
Books,web,RO,EUR,customer498@example.com,498,2026-09-01,ORD10463,2026-02-12T23:44:36,The Pragmatic Programmer,1,SKU-BK-002,completed,46.97,1
Sports,web,RO,EUR,customer1954@example.com,1954,2026-09-02,ORD10464,2026-01-19T10:19:45,Adjustable Dumbbell Set,2,SKU-SP-002,completed,182.64,1
Beauty,web,RO,RON,customer1650@example.com,1650,2026-08-31,ORD10465,2026-06-01T00:01:19,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.55,1
Electronics,web,RO,RON,customer1650@example.com,1650,2026-08-31,ORD10465,2026-06-01T00:01:19,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.46,1
Beauty,web,DE,RON,customer1328@example.com,1328,2026-08-27,ORD10466,19/03/2026 22:17,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,68.12,1
Books,web,DE,EUR,customer1019@example.com,1019,2026-08-30,ORD10467,2026-05-27T21:50:45,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.63,1
Books,web,DE,EUR,customer1019@example.com,1019,2026-08-30,ORD10467,2026-05-27T21:50:45,The Pragmatic Programmer,1,SKU-BK-002,completed,41.17,1
Books,web,RO,EUR,customer299@example.com,299,2026-08-24,ORD10468,2026-04-14T11:09:26,The Pragmatic Programmer,3,SKU-BK-002,completed,41.76,1
Fashion,web,RO,EUR,customer299@example.com,299,2026-08-24,ORD10468,2026-04-14T11:09:26,Running Shoes Pro,1,SKU-FA-003,completed,82.39,1
Sports,marketplace,RO,EUR,customer1717@example.com,1717,2026-08-26,ORD10469,2026-04-19T00:39:00,Yoga Mat Premium,1,SKU-SP-001,completed,34.49,1
Fashion,web,RO,RON,customer1844@example.com,1844,2026-09-01,ORD10470,2026-02-15T13:48:30,Men's Slim Fit Jeans,1,SKU-FA-001,completed,50.56,1
Fashion,web,RO,RON,customer1844@example.com,1844,2026-09-01,ORD10470,2026-02-15T13:48:30,Women's Wool Coat,1,SKU-FA-002,completed,132.38,1
Sports,web,RO,RON,customer1844@example.com,1844,2026-09-01,ORD10470,2026-02-15T13:48:30,Yoga Mat Premium,1,SKU-SP-001,completed,33.29,1
Beauty,web,HU,EUR,customer131@example.com,131,2026-08-24,ORD10471,1768323043,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,65.1,1
Electronics,web,HU,EUR,customer131@example.com,131,2026-08-24,ORD10471,1768323043,Wireless Earbuds X2,1,SKU-EL-001,completed,78.88,1
Home & Kitchen,web,HU,EUR,customer1546@example.com,1546,2026-08-23,ORD10472,24/01/2026 05:45,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,27.07,1
Home & Kitchen,mobile_app,DE,EUR,customer183@example.com,183,2026-08-26,ORD10473,2026-03-20T08:42:14,Stainless Steel Kettle,2,SKU-HK-001,completed,39.34,1
Electronics,mobile_app,DE,EUR,customer720@example.com,720,2026-08-31,ORD10474,2026-05-03T22:01:40,Wireless Earbuds X2,1,SKU-EL-001,completed,77.98,1
Electronics,mobile_app,DE,EUR,customer720@example.com,720,2026-08-31,ORD10474,2026-05-03T22:01:40,USB-C Fast Charger 65W,-1,SKU-EL-002,completed,31.71,1
Fashion,mobile_app,DE,EUR,customer720@example.com,720,2026-08-31,ORD10474,2026-05-03T22:01:40,Women's Wool Coat,1,SKU-FA-002,completed,132.51,1
Home & Kitchen,web,RO,EUR,customer1916@example.com,1916,2026-08-23,ORD10475,1780540795,Non-stick Frying Pan 28cm,3,SKU-HK-002,completed,28.49,1
Books,web,RO,EUR,customer918@example.com,918,2026-08-31,ORD10476,2026-05-10T20:23:29,The Pragmatic Programmer,1,SKU-BK-002,completed,42.75,1
Electronics,web,RO,EUR,customer918@example.com,918,2026-08-31,ORD10476,2026-05-10T20:23:29,4K Action Camera,1,SKU-EL-004,completed,195.18,1
Sports,web,RO,EUR,customer918@example.com,918,2026-08-31,ORD10476,2026-05-10T20:23:29,Yoga Mat Premium,1,SKU-SP-001,completed,31.67,1
Electronics,web,DE,RON,customer1150@example.com,1150,2026-09-01,ORD10477,2026-03-17T11:58:46,USB-C Fast Charger 65W,1,SKU-EL-002,completed,31.67,1
Sports,marketplace,RO,EUR,customer1980@example.com,1980,2026-08-25,ORD10478,2026-02-06T13:15:26,Adjustable Dumbbell Set,2,SKU-SP-002,completed,175.84,1
Sports,web,HU,RON,customer1460@example.com,1460,2026-08-26,ORD10479,2026-05-19T15:38:32,Yoga Mat Premium,1,SKU-SP-001,completed,33.21,1
Fashion,web,RO,EUR,customer1693@example.com,1693,2026-08-25,ORD10480,28/06/2026 04:14,Women's Wool Coat,2,SKU-FA-002,completed,142.76,1
Books,web,DE,EUR,customer1414@example.com,1414,2026-09-01,ORD10481,2026-06-09T22:02:38,The Pragmatic Programmer,1,SKU-BK-002,completed,39.69,1
Fashion,marketplace,RO,EUR,customer326@example.com,326,2026-08-29,ORD10482,2026-04-05T20:44:47,Women's Wool Coat,1,SKU-FA-002,completed,143.14,1
Home & Kitchen,marketplace,RO,EUR,customer326@example.com,326,2026-08-29,ORD10482,2026-04-05T20:44:47,Stainless Steel Kettle,1,SKU-HK-001,completed,42.15,1
Sports,marketplace,RO,EUR,customer326@example.com,326,2026-08-29,ORD10482,2026-04-05T20:44:47,Yoga Mat Premium,1,SKU-SP-001,completed,34.28,1
Home & Kitchen,web,RO,EUR,customer1574@example.com,1574,2026-09-03,ORD10483,2026-03-03T17:37:14,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.79,1
Electronics,web,DE,EUR,customer1348@example.com,1348,2026-08-31,ORD10484,1767650225,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.93,1
Home & Kitchen,web,DE,EUR,customer1348@example.com,1348,2026-08-31,ORD10484,1767650225,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,27.46,1
Home & Kitchen,web,BG,EUR,customer1561@example.com,1561,2026-08-28,ORD10485,2026-04-20T10:44:49,Stainless Steel Kettle,2,SKU-HK-001,completed,41.62,1
Sports,web,BG,EUR,customer1561@example.com,1561,2026-08-28,ORD10485,2026-04-20T10:44:49,Yoga Mat Premium,1,SKU-SP-001,completed,31.28,1
Fashion,web,RO,EUR,customer329@example.com,329,2026-08-30,ORD10486,2026-01-05T01:34:26,Men's Slim Fit Jeans,3,SKU-FA-001,refunded,50.88,1
Home & Kitchen,mobile_app,RO,EUR,customer1951@example.com,1951,2026-09-01,ORD10487,2026-03-12T14:18:49,Air Fryer 5L,2,SKU-HK-003,completed,120.63,1
Sports,marketplace,BG,EUR,customer629@example.com,629,2026-09-02,ORD10488,2026-01-28T10:39:08,Adjustable Dumbbell Set,1,SKU-SP-002,completed,165.1,1
Home & Kitchen,marketplace,DE,EUR,customer791@example.com,791,2026-08-25,ORD10489,2026-02-03T11:09:58,Air Fryer 5L,1,SKU-HK-003,completed,114.63,1
Beauty,web,RO,EUR,customer73@example.com,73,2026-08-29,ORD10490,2026-06-02T19:30:35,Vitamin C Serum 30ml,1,SKU-BE-001,completed,27.15,1
Sports,web,RO,EUR,customer73@example.com,73,2026-08-29,ORD10490,2026-06-02T19:30:35,Adjustable Dumbbell Set,3,SKU-SP-002,completed,173.13,1
Fashion,marketplace,HU,EUR,customer243@example.com,243,2026-09-03,ORD10491,2026-05-01T01:26:06,Women's Wool Coat,1,SKU-FA-002,completed,156.71,1
Electronics,web,RO,RON,customer777@example.com,777,2026-08-31,ORD10492,2026-05-29T23:07:21,Wireless Earbuds X2,3,SKU-EL-001,completed,87.13,1
Electronics,web,BG,EUR,customer307@example.com,307,2026-08-23,ORD10493,1780495833,Bluetooth Speaker Mini,1,SKU-EL-003,completed,53.74,1
Home & Kitchen,web,RO,EUR,customer1066@example.com,1066,2026-08-30,ORD10494,2026-01-05T13:15:30,Air Fryer 5L,1,SKU HK 003,completed,119.3,1
Fashion,web,RO,EUR,customer1066@example.com,1066,2026-08-30,ORD10494,2026-01-05T13:15:30,Men's Slim Fit Jeans,1,SKU-FA-001,completed,55.81,1
Fashion,web,RO,EUR,customer1066@example.com,1066,2026-08-30,ORD10494,2026-01-05T13:15:30,Women's Wool Coat,1,SKU-FA-002,completed,138.41,1
Books,web,DE,RON,customer171@example.com,171,2026-08-28,ORD10495,28/06/2026 09:48,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.48,1
Home & Kitchen,web,DE,RON,customer171@example.com,171,2026-08-28,ORD10495,28/06/2026 09:48,Stainless Steel Kettle,1,SKU-HK-001,completed,38.43,1
Home & Kitchen,web,DE,RON,customer171@example.com,171,2026-08-28,ORD10495,28/06/2026 09:48,Stainless Steel Kettle,1,SKU-HK-001,completed,38.43,2
Sports,web,DE,RON,customer171@example.com,171,2026-08-28,ORD10495,28/06/2026 09:48,Yoga Mat Premium,2,SKU-SP-001,completed,34.37,1
Books,web,DE,RON,customer171@example.com,171,2026-08-29,ORD10495 ,28/06/2026 09:48,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.48,1
Home & Kitchen,web,BG,EUR,customer478@example.com,478,2026-08-30,ORD10496,2026-05-20T05:21:54,Air Fryer 5L,2,SKU-HK-003,completed,118.89,1
Electronics,marketplace,RO,EUR,customer1996@example.com,1996,2026-08-30,ORD10497,1769639720,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.42,1
Fashion,web,HU,EUR,customer447@example.com,447,2026-09-02,ORD10498,2026-06-10T02:18:07,Women's Wool Coat,1,SKU-FA-002,refunded,135.18,1
Beauty,web,RO,EUR,customer1381@example.com,1381,2026-08-30,ORD10499,2026-05-20T01:18:47,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,67.32,1
Books,web,RO,EUR,customer1381@example.com,1381,2026-08-30,ORD10499,2026-05-20T01:18:47,The Pragmatic Programmer,2,SKU-BK-002,completed,42.36,1
Home & Kitchen,mobile_app,RO,EUR,customer1892@example.com,1892,2026-08-25,ORD10500,2026-03-20T07:14:32,Air Fryer 5L,3,SKU-HK-003,completed,110.69,1
Sports,mobile_app,RO,EUR,customer1892@example.com,1892,2026-08-25,ORD10500,2026-03-20T07:14:32,Yoga Mat Premium,3,SKU-SP-001,completed,34.39,1
Books,web,RO,EUR,customer1700@example.com,1700,2026-08-24,ORD10501,2026-04-17T16:03:25,The Pragmatic Programmer,1,SKU-BK-002,completed,41.5,1
Electronics,web,RO,EUR,customer1700@example.com,1700,2026-08-24,ORD10501,2026-04-17T16:03:25,Bluetooth Speaker Mini,1,SKU-EL-003,completed,49.29,1
Sports,web,RO,EUR,customer1700@example.com,1700,2026-08-24,ORD10501,2026-04-17T16:03:25,Adjustable Dumbbell Set,1,SKU-SP-002,completed,180.8,1
Books,web,DE,EUR,customer758@example.com,758,2026-08-24,ORD10502,1770739688,The Pragmatic Programmer,2,SKU-BK-002,completed,44.48,1
Beauty,web,RO,EUR,customer469@example.com,469,2026-08-28,ORD10503,2026-04-29T07:56:59,Vitamin C Serum 30ml,2,SKU-BE-001,completed,24.41,1
Fashion,web,RO,EUR,customer469@example.com,469,2026-08-28,ORD10503,2026-04-29T07:56:59,Women's Wool Coat,1,SKU-FA-002,completed,141.8,1
Books,marketplace,RO,EUR,customer7@example.com,7,2026-08-27,ORD10504,10/06/2026 04:01,The Pragmatic Programmer,3,SKU-BK-002,completed,44.92,1
Home & Kitchen,web,RO,EUR,customer1507@example.com,1507,2026-09-03,ORD10505,12/04/2026 15:41,Stainless Steel Kettle,1,SKU-HK-001,completed,42.79,1
Electronics,web,RO,EUR,customer1507@example.com,1507,2026-09-03,ORD10505,12/04/2026 15:41,Wireless Earbuds X2,1,SKUEL001,completed,74.3,1
Sports,web,HU,RON,customer264@example.com,264,2026-08-25,ORD10506,2026-01-04T07:01:18,Yoga Mat Premium,1,SKU-SP-001,completed,32.82,1
Home & Kitchen,web,RO,RON,customer1165@example.com,1165,2026-08-28,ORD10507,2026-04-10T08:44:01,Stainless Steel Kettle,1,SKU-HK-001,completed,39.17,1
Home & Kitchen,mobile_app,BG,EUR,customer821@example.com,821,2026-08-25,ORD10508,2026-04-12T21:10:58,Air Fryer 5L,1,SKU-HK-003,completed,109.84,1
Sports,web,DE,EUR,customer87@example.com,87,2026-09-02,ORD10509,2026-05-28T06:59:43,Yoga Mat Premium,-2,SKU-SP-001,completed,33.09,1
Beauty,web,RO,EUR,customer1208@example.com,1208,2026-08-23,ORD10510,2026-02-14T13:34:31,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,69.28,1
Sports,web,RO,EUR,customer796@example.com,796,2026-08-29,ORD10511,09/02/2026 03:27,Yoga Mat Premium,1,SKU-SP-001,completed,30.63,1
Home & Kitchen,marketplace,BG,EUR,customer1648@example.com,1648,2026-09-01,ORD10512,2026-06-19T18:13:38,Air Fryer 5L,2,SKU-HK-003,completed,126.57,1
Fashion,mobile_app,BG,EUR,customer444@example.com,444,2026-08-24,ORD10513,2026-06-17T01:33:32,Running Shoes Pro,1,SKU-FA-O03,completed,81.47,1
Sports,mobile_app,BG,EUR,customer444@example.com,444,2026-08-24,ORD10513,2026-06-17T01:33:32,Yoga Mat Premium,2,SKU-SP-001,completed,34.69,1
Fashion,web,RO,EUR,customer754@example.com,754,2026-08-29,ORD10514,1770426448,Running Shoes Pro,2,SKU-FA-003,completed,97.07,1
Books,mobile_app,RO,RON,customer1397@example.com,1397,2026-08-26,ORD10515,1781994424,The Pragmatic Programmer,1,SKU-BK-002,refunded,45.57,1
Fashion,mobile_app,RO,RON,customer1397@example.com,1397,2026-08-26,ORD10515,1781994424,Men's Slim Fit Jeans,2,SKU-FA-001,refunded,55.88,1
Beauty,web,BG,EUR,customer91@example.com,91,2026-08-26,ORD10516,1780136222,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.65,1
Electronics,web,BG,EUR,customer91@example.com,91,2026-08-26,ORD10516,1780136222,Wireless Earbuds X2,1,SKU-EL-001,completed,999999,1
Fashion,web,RO,EUR,customer1349@example.com,1349,2026-08-23,ORD10517,2026-05-22T00:19:50,Running Shoes Pro,1,SKU-FA-003,completed,85.46,1
Home & Kitchen,web,RO,EUR,customer1349@example.com,1349,2026-08-23,ORD10517,2026-05-22T00:19:50,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,31.26,1
Home & Kitchen,web,RO,EUR,customer1349@example.com,1349,2026-08-23,ORD10517,2026-05-22T00:19:50,Air Fryer 5L,3,SKU-HK-003,completed,130.49,1
Electronics,web,HU,EUR,customer1689@example.com,1689,2026-08-25,ORD10518,16/01/2026 20:57,Wireless Earbuds X2,3,SKU-EL-001,completed,82.62,1
Home & Kitchen,web,HU,EUR,customer1689@example.com,1689,2026-08-25,ORD10518,16/01/2026 20:57,Stainless Steel Kettle,1,SKU-HK-001,completed,43.32,1
Books,web,DE,EUR,customer319@example.com,319,2026-09-02,ORD10519,23/06/2026 20:05,The Pragmatic Programmer,3,SKU-BK-002,completed,45.72,1
Electronics,web,DE,EUR,customer319@example.com,319,2026-09-02,ORD10519,23/06/2026 20:05,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47,1
Books,web,RO,EUR,customer1355@example.com,1355,2026-08-24,ORD10520,2026-05-16T12:04:11,The Pragmatic Programmer,1,SKU-BK-002,completed,44.82,1
Books,marketplace,HU,EUR,customer1542@example.com,1542,2026-09-01,ORD10521,2026-01-20T00:44:41,The Pragmatic Programmer,3,SKU-BK-002,completed,42.94,1
Beauty,web,RO,EUR,customer1293@example.com,1293,2026-08-31,ORD10522,2026-03-30T06:59:28,Vitamin C Serum 30ml,2,SKU-BE-001,completed,26.76,1
Fashion,web,RO,EUR,customer1293@example.com,1293,2026-08-31,ORD10522,2026-03-30T06:59:28,Women's Wool Coat,1,SKU-FA-002,completed,144.74,1
